115000033	115000186	[[126.8115081,37.5747664],[126.8115138,37.5747655],[126.8116169,37.5747544],[126.8116117,37.574703],[126.8115743,37.5743413],[126.8115679,37.5742944],[126.8115615,37.5742583],[126.8115226,37.5739246],[126.8114955,37.5736703],[126.8114915,37.5736207],[126.8114808,37.573544],[126.8114667,37.5733582],[126.8116556,37.5733783],[126.8122743,37.5734576],[126.8127011,37.5734745],[126.8131871,37.5734611],[126.8138373,37.5734387],[126.813869,37.5734371]]
112000430	112000399	[[126.9634332,37.56108],[126.9634925,37.561174],[126.9636134,37.5613719],[126.9636403,37.5614117],[126.9640534,37.5620662],[126.9640747,37.5620996],[126.9642,37.5623075],[126.9642269,37.56235],[126.9642582,37.5624015],[126.9643466,37.5625452],[126.9643768,37.5625949],[126.9644552,37.5627233],[126.9644843,37.5627712],[126.9647787,37.5632421],[126.9648672,37.563375],[126.9651353,37.5637304],[126.9651958,37.5638172],[126.9652429,37.5638824],[126.9653057,37.5639674],[126.9653808,37.564075],[126.9654952,37.5642215],[126.9656331,37.5644141],[126.9657262,37.5645443],[126.9659379,37.5645462],[126.966187,37.5645473],[126.9663444,37.5645489],[126.9665539,37.5645517],[126.9668414,37.5645557],[126.966949,37.564558],[126.9671063,37.5645704],[126.967379,37.5645942],[126.9674367,37.5645998],[126.9675532,37.5646166],[126.9677308,37.5646435],[126.9678315,37.564497],[126.96805,37.5641826],[126.9683497,37.5637576],[126.9684446,37.5636291],[126.9686847,37.5632985],[126.9688539,37.5630739],[126.968895,37.56302],[126.9692848,37.5625062]]
124000458	124900130	[[127.1736717,37.5720164],[127.1742135,37.5721612],[127.174244,37.5721694],[127.1743096,37.5721867],[127.1752745,37.57244],[127.1753231,37.5724527],[127.1760821,37.5726513]]
105000029	105000228	[[127.050353,37.5843237],[127.0498959,37.5838758],[127.049799,37.583788],[127.0496593,37.5836667],[127.0494485,37.5834883],[127.0492615,37.5833326],[127.048974,37.583108],[127.0486224,37.5828191],[127.0482775,37.5825483],[127.048159,37.582464],[127.0480846,37.5824105],[127.0473778,37.581858]]
108900001	108900039	출발지와 도착지가 동일합니다. 확인 후 다시 지정해주세요.
114900022	114900018	[[126.8442646,37.5088311],[126.8442533,37.5088382],[126.8442122,37.5088795],[126.8441639,37.508963],[126.8441391,37.5089539]]
111900164	111000218	[[126.9186181,37.5953486],[126.9187245,37.5955078],[126.9187604,37.5955549],[126.9190542,37.5959385],[126.919099,37.596],[126.9193142,37.5962922],[126.91934,37.5963266],[126.9193658,37.5963618],[126.9197248,37.5968161],[126.9197797,37.5968893],[126.9199019,37.5970576],[126.9201115,37.5973416],[126.9202917,37.5976201],[126.92035,37.5977079],[126.920498,37.5979042]]
124000366	124000365	[[127.1318592,37.5360529],[127.1320689,37.5359851],[127.1321574,37.5359565],[127.1323161,37.5359065],[127.1323421,37.5358985],[127.1324374,37.5358663],[127.1325927,37.5358163],[127.1326244,37.5358056],[127.1329804,37.5356922],[127.1330938,37.5356556],[127.1336164,37.5354932],[127.1339949,37.5353835],[127.1341106,37.5353487],[127.1342659,37.5353014],[127.1343282,37.5352818],[127.1344847,37.5352291],[127.13453,37.5352139],[127.1351365,37.5350157],[127.1357113,37.5348327],[127.1360287,37.534739]]
121001313	121000209	[[127.0239335,37.4603838],[127.0233873,37.4603961],[127.0228512,37.4604182],[127.0219769,37.4604544],[127.0212882,37.4604588],[127.0209514,37.4604439],[127.020792,37.4604315],[127.0205571,37.4603918],[127.0204114,37.4603678],[127.0203764,37.4603595],[127.0201867,37.4603164],[127.0201223,37.4602981],[127.0201031,37.4602926],[127.01982,37.4601806],[127.0192802,37.4598972],[127.0191091,37.4597901],[127.0189097,37.459664],[127.0188996,37.4596568],[127.0188141,37.4595933],[127.018527,37.4593948],[127.0184943,37.4593739],[127.0184595,37.4593467],[127.0183593,37.4592715],[127.0182321,37.4591809],[127.0181376,37.4591093],[127.0179711,37.4589743]]
120000052	120000053	[[126.9298374,37.4827816],[126.9298615,37.4825852],[126.9298748,37.4824717],[126.9298977,37.4822961],[126.9299097,37.4822024],[126.9300241,37.4812881],[126.9300592,37.4811305],[126.9300755,37.4810765],[126.930087,37.4810423],[126.9300882,37.4810369],[126.930084,37.4809981],[126.9300707,37.4809629],[126.930036,37.4809177],[126.9300056,37.4808878],[126.9299663,37.4808506],[126.9298324,37.4807653],[126.9296905,37.4806807],[126.9303971,37.4799739],[126.9310576,37.4793885],[126.9317077,37.4788201],[126.9318068,37.4787269],[126.9318284,37.4787072],[126.9318581,37.4786785],[126.932012,37.4785124],[126.9322731,37.4782307],[126.9324835,37.4780748],[126.932579,37.4780158],[126.9326165,37.4779971],[126.9326562,37.4779747],[126.932696,37.4779488],[126.9329218,37.477848],[126.9329467,37.4778427],[126.9329705,37.4778365],[126.9330442,37.477817]]
118000129	118000489	[[126.8946719,37.541684],[126.8947492,37.5416438],[126.8948458,37.5415911],[126.8948799,37.5415724],[126.8950278,37.5414866],[126.8951153,37.5414357],[126.89522,37.541374],[126.8952768,37.5413401],[126.895965,37.5409244],[126.8960742,37.5408583],[126.8963872,37.5406499],[126.8965625,37.5405327],[126.8972865,37.5400163],[126.8976748,37.5397326],[126.897897,37.539411],[126.8982347,37.5389368],[126.8984281,37.5385385],[126.8986125,37.5379915],[126.8986864,37.5377998],[126.8988244,37.5376744],[126.8989222,37.5376136],[126.8990747,37.5375161],[126.8993097,37.5374254],[126.8994119,37.5373826],[126.8997373,37.5373248],[126.9000049,37.5373964],[126.9001547,37.5374963],[126.9002286,37.5375923],[126.9002629,37.5376934],[126.9002642,37.537816],[126.9002244,37.5382574],[126.9002122,37.5385161],[126.9002231,37.538563],[126.9002756,37.5387922],[126.900384,37.5389631],[126.9004535,37.53905],[126.9005913,37.5392283],[126.9006448,37.539334],[126.9007658,37.5394887],[126.901037,37.5398344]]
218000562	218000559	[[126.8825506,37.6300156],[126.8824744,37.6300495],[126.8822742,37.6301377],[126.882248,37.6301501],[126.8821313,37.6302856],[126.8820158,37.6304184],[126.8819689,37.630466],[126.8818317,37.6306067],[126.8817677,37.6306758],[126.8816942,37.6307863],[126.881679,37.6308511],[126.8815789,37.6313058]]
112000086	112000084	[[126.9488092,37.595608],[126.9488003,37.5955899],[126.9487746,37.5955411],[126.9486942,37.595383],[126.9485491,37.5950948],[126.948403,37.5947814],[126.9483258,37.5946458],[126.9482957,37.594588],[126.94826,37.5945175],[126.9482499,37.5944949],[126.9482443,37.5944841],[126.9482142,37.5944217],[126.9481986,37.5943901],[126.9481874,37.5943666],[126.9481104,37.5942148],[126.9480724,37.5941426],[126.9479764,37.5939492],[126.9479095,37.5938146],[126.9478492,37.5936908],[126.9477498,37.5934993],[126.9475965,37.5932435],[126.9475294,37.5931323],[126.9475148,37.5931079],[126.9474296,37.5929876],[126.9472768,37.5928247],[126.9471935,37.5927477],[126.9471699,37.5927286]]
109000196	109000198	[[127.0411572,37.6339469],[127.0406869,37.6337576],[127.0405987,37.6337212],[127.0402449,37.6335747],[127.0401748,37.6335456],[127.0401239,37.6335247],[127.0397995,37.6333927]]
103900091	103900094	[[127.0195702,37.5486298],[127.0195808,37.5487407],[127.019587,37.5488372],[127.019589,37.5488706],[127.0196225,37.5491285],[127.0196343,37.5492295],[127.019646,37.5493386],[127.0196715,37.5496082],[127.0196757,37.549656]]
218000562	218000556	[[126.8825506,37.6300156],[126.8824744,37.6300495],[126.8822742,37.6301377],[126.882248,37.6301501],[126.8817874,37.6303496],[126.8812187,37.6305972],[126.8811367,37.630641],[126.880849,37.6307665],[126.8805783,37.6308796],[126.8804896,37.630917],[126.8800745,37.6310915],[126.8798776,37.6311842],[126.8796216,37.6313054],[126.8785646,37.6318028],[126.8782721,37.6319608],[126.8781867,37.6320054],[126.877975,37.632116],[126.8777574,37.6322438],[126.8761034,37.6332581],[126.8760464,37.6332929],[126.875928,37.6333617],[126.8758163,37.633426],[126.8752876,37.633763],[126.8749994,37.6339381],[126.8748217,37.634049],[126.8747397,37.6341008],[126.8745048,37.6343997],[126.8742096,37.6345991],[126.872995,37.6353615],[126.8728435,37.6354553],[126.8726646,37.6355689],[126.8726122,37.6356019],[126.8725666,37.6356305],[126.8723399,37.635769],[126.8721462,37.6358879],[126.8712325,37.636459]]
113000178	113000167	[[126.9041836,37.5579088],[126.9041263,37.5579969],[126.9040862,37.5580588],[126.9040255,37.5581514],[126.9039373,37.5582789],[126.9039029,37.5583292],[126.9035446,37.5588223],[126.9033969,37.5590306],[126.9033247,37.559133],[126.9032743,37.5592085],[126.9031517,37.559389],[126.903083,37.5594896],[126.9029376,37.5596881],[126.9028312,37.5598282],[126.9027991,37.5598794],[126.9027429,37.559962],[126.9028219,37.5599967],[126.9031412,37.5601371],[126.903271,37.5601945],[126.9034819,37.560292],[126.9035756,37.5603322],[126.9036455,37.5603632],[126.903711,37.5603923],[126.9038712,37.5604635],[126.9039603,37.5605036],[126.9039957,37.5604623],[126.9042593,37.560067],[126.9044437,37.5598011],[126.9045365,37.5596664],[126.9044034,37.5596063],[126.9042691,37.5595443],[126.9040616,37.5594495],[126.9039397,37.5593993],[126.9037016,37.5592945],[126.9035313,37.5592179],[126.9033902,37.5591559]]
109900096	109900093	[[127.0232159,37.6495734],[127.023299,37.6495161],[127.0229082,37.6491269],[127.022862,37.6490826],[127.0230031,37.6489912]]
111000049	111000156	[[126.9260758,37.6027915],[126.926037,37.6028327],[126.9259421,37.6029431],[126.9258187,37.6030795],[126.9254873,37.6034493],[126.9254233,37.6035184],[126.9252874,37.6036664],[126.9251114,37.6038558],[126.9247996,37.6041913],[126.924437,37.604633],[126.9243365,37.6047416],[126.9242966,37.6047811],[126.9242737,37.6048044],[126.923962,37.6051246],[126.9238431,37.605253],[126.9235745,37.6055581],[126.9232491,37.6058918],[126.9232068,37.605943],[126.9230697,37.606082],[126.9229349,37.6062265],[126.922863,37.6063027],[126.9230217,37.6065829],[126.923053,37.6066381],[126.923091,37.6067067],[126.9231245,37.6067664],[126.9231995,37.606883],[126.9232656,37.6069762],[126.9233137,37.606916]]
119000035	119000032	[[126.9663663,37.5071483],[126.9662722,37.5071857],[126.9661179,37.50724],[126.966085,37.5072516],[126.9659364,37.5073059],[126.9657243,37.5073743],[126.9656869,37.5073913],[126.965612,37.5074243],[126.9653916,37.5075405],[126.9653746,37.5075494],[126.9651496,37.5076827],[126.965011,37.5077677],[126.964736,37.5079359],[126.9645371,37.5080576],[126.9642742,37.50827],[126.963872,37.5086648],[126.9636986,37.5085423],[126.9633485,37.5082892]]
106000116	104000272	[[127.0861741,37.5712581],[127.0861763,37.570857],[127.086038,37.5708791],[127.0858872,37.5709065],[127.085656,37.5709498],[127.0852717,37.5710188],[127.0851493,37.5710409],[127.0849815,37.5710754],[127.0848863,37.571094],[127.0847491,37.5711242],[127.0846119,37.5711499],[127.0840248,37.5712496],[127.0835498,37.5713372],[127.0834013,37.5713655],[127.0833839,37.5712411],[127.0833039,37.5707568],[127.0832809,37.5706188]]
122000092	122000140	[[127.0656287,37.5125152],[127.065637,37.5122583],[127.0656545,37.5121683],[127.0656729,37.512107],[127.0657639,37.5118388],[127.0658524,37.5116011],[127.0659396,37.5113869],[127.0660029,37.511206],[127.0660178,37.5111655],[127.0660995,37.5109422],[127.0661397,37.510836],[127.0661811,37.51071],[127.0662283,37.5105696],[127.0662859,37.5103913],[127.0663724,37.5101221],[127.0663862,37.5100726],[127.0664174,37.5099699],[127.0664657,37.509834],[127.0670998,37.5099463]]
115000305	115000306	[[126.8262365,37.5546902],[126.8262355,37.5546793],[126.8261682,37.5542283],[126.8261324,37.5539324],[126.8261199,37.5538116],[126.8261115,37.5537331],[126.8260782,37.5535373],[126.8260556,37.5534074],[126.8259889,37.553014],[126.825977,37.5529581],[126.8259365,37.552801],[126.8258615,37.5525825],[126.8257698,37.5523287],[126.825712,37.5522166],[126.8256719,37.5521406],[126.8255134,37.5518838],[126.8255101,37.5518783],[126.8253572,37.5516305]]
121900224	121900052	[[127.0234273,37.4870423],[127.0235436,37.4870788],[127.0237152,37.4871318],[127.0239534,37.4872058],[127.02423,37.4872916],[127.0243372,37.4873245],[127.0248114,37.4874661],[127.0249413,37.4875036],[127.025175,37.4875748],[127.0262667,37.4879037]]
206000784	205000029	[[127.1287912,37.4126788],[127.1287906,37.4128149],[127.1287858,37.4133242],[127.1287856,37.4133629],[127.1287862,37.4134729],[127.1287865,37.4136442],[127.1287871,37.4137532],[127.128787,37.4137631],[127.1287868,37.4138163],[127.1287872,37.4139488],[127.1287859,37.4139975],[127.1287874,37.4141372],[127.1287864,37.4143553],[127.1288076,37.4153172],[127.1288307,37.4163601],[127.1288344,37.4165197],[127.1288371,37.4166666],[127.128837,37.4166991],[127.1288367,37.4167432],[127.1288376,37.4167955],[127.1288386,37.4168226],[127.1288395,37.4168604],[127.1288436,37.4171786],[127.1288426,37.4173769],[127.128855,37.4178556],[127.1288569,37.4179286],[127.1288606,37.4180918]]
115900150	115900015	[[126.8558942,37.5365629],[126.8556932,37.5367655],[126.8555505,37.5369125],[126.8554568,37.5370094],[126.8552856,37.5371797],[126.8550442,37.537474]]
111900162	111000088	[[126.914114,37.5887313],[126.9140846,37.5887266],[126.914011,37.5887154],[126.9139092,37.5887077],[126.9138288,37.5887037],[126.9132149,37.5887007],[126.9131628,37.5887013],[126.9130449,37.5887052],[126.9130765,37.5888649],[126.9131246,37.589086],[126.9131486,37.5892096],[126.9133292,37.5900127],[126.9133941,37.5902564],[126.9133996,37.5902798],[126.9134325,37.5904134],[126.9134435,37.5904576],[126.9136537,37.5912446],[126.9137427,37.5915903],[126.9137515,37.5916246]]
115000250	115000144	[[126.8618628,37.5607117],[126.861774,37.5607599],[126.8616239,37.5608411],[126.8615124,37.5609009],[126.8611587,37.5610846],[126.861012,37.5611658],[126.8602421,37.5615583],[126.8601124,37.5616243],[126.8600329,37.5615283],[126.8595991,37.5610131],[126.8595251,37.5609234],[126.8594615,37.5609492]]
221000378	221000155	[[127.1216282,37.6391763],[127.1214155,37.6391062],[127.1208145,37.638942],[127.1206503,37.6388937],[127.1205666,37.6388691],[127.1203459,37.6388044],[127.1202803,37.6387844],[127.1199781,37.6386878],[127.1198786,37.6386524],[127.119839,37.6386378],[127.1192666,37.6384088],[127.1187838,37.6381837],[127.1187815,37.6381819]]
112000070	112000352	[[126.9352344,37.5724649],[126.9351706,37.5723673],[126.9349252,37.5720272],[126.9348018,37.5717183],[126.9347245,37.571608],[126.9343824,37.5711719],[126.9343174,37.5710896],[126.9342366,37.570991],[126.9337865,37.5704579],[126.9333208,37.5699013],[126.9332513,37.5698028],[126.9331011,37.5696019],[126.9330798,37.5695739],[126.9329665,37.5694364]]
107900239	107900235	[[127.0426326,37.6042102],[127.0427161,37.6042574],[127.0427545,37.6042801],[127.0428471,37.6043372],[127.0428719,37.6043535],[127.0431642,37.6045448],[127.0433041,37.6046373],[127.043514,37.6047742],[127.0436595,37.6048721],[127.0436877,37.6048912],[127.0437396,37.6049265],[127.043787,37.6049583],[127.0439866,37.6051159],[127.0440498,37.6051576],[127.0440836,37.6051838],[127.0441873,37.6052663],[127.0443117,37.6052992],[127.0443333,37.6052984]]
121000985	121000982	[[127.0166833,37.4579144],[127.0164737,37.4578018],[127.0163068,37.4577317],[127.0160496,37.4576414],[127.0158012,37.4575854],[127.0156193,37.4575531],[127.0153708,37.4575206],[127.0152635,37.4575066],[127.0149934,37.4574793],[127.0152635,37.4575066],[127.0153708,37.4575206],[127.0156193,37.4575531],[127.0158012,37.4575854],[127.0160496,37.4576414],[127.0163068,37.4577317],[127.0164737,37.4578018],[127.016699,37.4579226],[127.017139,37.4582534],[127.0175171,37.458547],[127.0176701,37.458663],[127.0178164,37.4587699],[127.0179991,37.4588464],[127.0180981,37.4589234],[127.0182365,37.4590285],[127.0183018,37.4590739],[127.0183198,37.4590866],[127.018456,37.4591863],[127.0185303,37.4592407],[127.0188543,37.4594926],[127.0191189,37.4596712],[127.0191854,37.4597057],[127.0196463,37.4599492],[127.0196609,37.4599546],[127.0198865,37.4600439],[127.0201527,37.4601477],[127.0205625,37.4602539],[127.0209647,37.4603024],[127.021452,37.4603125],[127.02286,37.4602795],[127.0235025,37.4602433],[127.0240591,37.4601942],[127.0243238,37.4601736],[127.0243713,37.4601702],[127.0244189,37.4601659],[127.024532,37.4601573],[127.0248408,37.4601351],[127.0253024,37.4600973],[127.0253635,37.4600921]]
108000029	108000027	[[127.0109333,37.6423179],[127.0109375,37.6423666],[127.0109393,37.6424405],[127.0109448,37.6426298],[127.0109497,37.6427542],[127.0109525,37.6428398],[127.0109598,37.6431202],[127.0109623,37.6432581],[127.0109584,37.6433338],[127.0109535,37.6433861],[127.0109485,37.6434518],[127.0109161,37.6437212],[127.0108958,37.6438834],[127.0108706,37.6440933],[127.0108515,37.6442455],[127.0108455,37.6443005]]
107000193	107000042	[[127.0374691,37.6041531],[127.0374497,37.6041828],[127.0373922,37.6043141],[127.0373578,37.6043915],[127.0373463,37.6044185],[127.0372382,37.6046642],[127.0371864,37.6047965],[127.0371517,37.604918],[127.0371305,37.6050504],[127.0370165,37.6055313],[127.0369374,37.6058582],[127.0368979,37.6060211],[127.0368805,37.6060905],[127.0368561,37.606185],[127.036812,37.6063498],[127.0367692,37.6064893],[127.036738,37.6065929],[127.0367322,37.6066082],[127.0366213,37.606962],[127.0365115,37.6073076],[127.0364907,37.6073752],[127.0364618,37.6074607],[127.0363278,37.6078802],[127.0362145,37.6082439],[127.0361879,37.6083249],[127.0361579,37.6084122],[127.0361118,37.6085499],[127.0360258,37.608528],[127.0359048,37.6084932],[127.0357826,37.6084594],[127.035639,37.6084192],[127.0354558,37.608368],[127.0353019,37.6083286],[127.0350452,37.6082627],[127.0349184,37.6082334],[127.0347374,37.6081912],[127.0344319,37.6081341],[127.0342577,37.6080874],[127.0341267,37.6080175],[127.0340499,37.6079749],[127.0337981,37.6078378],[127.0337598,37.6078151],[127.0338067,37.6077441],[127.0339416,37.6075382],[127.0340125,37.6074357],[127.0343042,37.6069853],[127.0343637,37.6069017],[127.0343797,37.6068792],[127.0343808,37.6068765],[127.0344369,37.6067911],[127.0345055,37.6066877],[127.0345421,37.6066356],[127.0347947,37.6062806],[127.0348678,37.6061763],[127.0349203,37.6061188],[127.0351121,37.6058735],[127.0352869,37.605648],[127.0353257,37.6055967],[127.0354091,37.6054943],[127.0354593,37.6054332],[127.0355404,37.6053236],[127.0356912,37.6051223],[127.035802,37.6049857],[127.0360437,37.604728],[127.0361794,37.6045897],[127.0362444,37.6045242],[127.0363344,37.604438],[127.0364324,37.6043464],[127.036609,37.6041984],[127.0366796,37.604141],[127.0370041,37.6038764],[127.0370736,37.6038162],[127.0372126,37.603687],[127.0373571,37.603574],[127.0374927,37.603451],[127.0376601,37.6033129],[127.0380087,37.602997],[127.0380635,37.6029413],[127.0381546,37.6028533],[127.0382211,37.6027274],[127.0382523,37.6026329],[127.0382571,37.6025887],[127.0382579,37.6024563],[127.0382502,37.6024175],[127.038247,37.6023976],[127.0382348,37.6023399],[127.038225,37.6022912],[127.0381974,37.6021649],[127.0382057,37.6021081],[127.0382228,37.6020902],[127.0382342,37.6020776],[127.0382785,37.6020534],[127.0384012,37.601998],[127.0384854,37.6019443],[127.0385366,37.6019075],[127.0386742,37.6018161],[127.0390615,37.6016581],[127.0392207,37.6015587],[127.0392617,37.6015327],[127.0397127,37.6011388],[127.0399099,37.6009475],[127.0400993,37.6007239],[127.0401767,37.600671],[127.040356,37.6004337],[127.0403914,37.6003942],[127.0404243,37.6003745],[127.0404618,37.6003665],[127.0405104,37.6003757],[127.040649,37.6005079],[127.0407615,37.6006246],[127.0408602,37.600789],[127.0409017,37.6008595],[127.0409914,37.601014],[127.0410272,37.601079],[127.0410732,37.6011621],[127.0413196,37.6016209],[127.0413883,37.6016798]]
