1	213000047	213000046	
1	111000177	111901143	
1	120000017	120000241	
1	226000092	226000091	
1	110000138	110000136	
1	103000116	103000115	
1	103900056	103900267	
1	124000109	124000111	
1	123000183	123000180	
1	119000114	120000446	
1	115000033	115000186	
1	112000430	112000399	
1	124000458	124900130	
1	105000029	105000228	
1	108900001	108900039	
1	114900022	114900018	
1	111900164	111000218	
1	124000366	124000365	
1	121001313	121000209	
1	120000052	120000053	
1	118000129	118000489	
1	218000562	218000559	
1	112000086	112000084	
1	109000196	109000198	
1	103900091	103900094	
1	218000562	218000556	
1	113000178	113000167	
1	109900096	109900093	
1	111000049	111000156	
1	119000035	119000032	
1	106000116	104000272	
1	122000092	122000140	
1	115000305	115000306	
1	121900224	121900052	
1	206000784	205000029	
1	115900150	115900015	
1	111900162	111000088	
1	115000250	115000144	
1	221000378	221000155	
1	112000070	112000352	
1	107900239	107900235	
1	121000985	121000982	
1	108000029	108000027	
1	107000193	107000042	
1	107000193	107000041	
1	104900017	104900015	
1	111900039	111900035	
1	225000182	225000123	
1	107900057	107900067	
1	113900078	113900086	
1	121900314	121900084	
1	121000144	121000135	
1	113000432	113000454	
1	111000214	111900163	
1	229000419	229002831	
1	122000675	122000699	
1	117900061	117000315	
1	103900236	103900258	
1	104000117	104000116	
1	225000091	225000090	
1	225000092	225000144	
1	120000233	120000109	
1	105000155	105000158	
1	213000229	213000228	
1	121000019	121000303	
1	120900043	120900033	
1	115000160	115000159	
1	114000122	114000105	
1	111901152	111901128	
1	122000016	122000010	
1	100000060	100000051	
1	113900151	113900234	
1	107900148	107900181	
1	114000396	114000144	
1	124000094	124000152	
1	108900059	107900301	
1	107000158	107000280	
1	112900164	112000155	
1	101000152	101000153	
1	121900171	121900025	
1	121000260	122000689	
1	109000100	108000199	
1	122000327	122000388	
1	116900206	116900293	
1	106000103	106000440	
1	210000082	210000081	
1	208000118	208000117	
1	119000126	119000125	
1	121000090	121000088	
1	100000060	100000038	
1	113000087	113000089	
1	105000064	105000067	
1	111000085	111000086	
1	103900182	103900181	
1	107000066	107000067	
1	123000185	123000313	
1	113000489	113000490	
1	113900241	113900242	
1	226000108	226000107	
1	122000273	122000274	
1	112900167	112900092	
1	105000209	105000217	
1	121000235	121000226	
1	205000244	205000249	
1	102000191	102000230	
1	108000143	108900190	
1	113900169	113900174	
1	112900254	112000185	
1	107900148	107900157	
1	229002849	229002851	
1	104000026	104000021	
1	112000138	111000176	
1	115900039	115000155	
1	100900199	100900110	
1	112000176	112000061	
1	110000047	110000045	
1	106000157	106000297	
1	106000157	106000298	
1	121000181	121000176	
1	107000502	107000500	
1	205000153	205000152	
1	112000406	111000037	
1	109000012	109000111	
1	112900020	112900015	
1	112000120	112000146	
1	102000154	102000219	
1	101000061	101000059	
1	218000251	218000250	
1	116900243	116900252	
1	116900024	116900015	
1	219000124	219000123	
1	115000032	115000034	
1	102900053	102900051	
1	120900134	120900138	
1	118000125	118000130	
1	122000236	122000212	
1	104000154	104000152	
1	119900117	119900114	
1	108900003	108900215	
1	109000361	109900157	
1	102000153	102000156	
1	122000729	122000730	
1	118000125	118000126	
1	122000322	103000058	
1	122000054	122000062	
1	122000322	103000056	
1	227000093	227000056	
1	100900090	100900195	
1	115000089	114000206	
1	124000055	124000057	
1	100000150	100000059	
1	121000017	121000135	
1	116000089	116000087	
1	117900116	117900156	
1	112000139	112000068	
1	100900053	100900206	
1	108000158	108000184	
1	119900117	119900104	
1	111900076	111900073	
1	100900051	100900096	
1	124000329	124000338	
1	122900008	122900061	
1	111001115	113000455	
1	117000033	117000002	
1	108000101	108000102	
1	116000124	116000126	
1	107000028	107000026	
1	229002850	218000625	
1	106900019	106900018	
1	109000102	109000100	
1	204000023	204000011	
1	113900298	113900293	
1	110900125	110000123	
1	102900015	102900012	
1	124000367	124000461	
1	122000182	122000183	
1	106000027	105000149	
1	118000163	118000164	
1	110000089	110900057	
1	100000153	100000391	
1	107900311	107900327	
1	115900023	115900020	
1	209000027	209000014	
1	161020572	161000612	
1	119900192	119900183	
1	107000193	107000039	
1	109000158	109000155	
1	120000181	120000182	
1	121000182	121000263	
1	113900299	113900307	
1	112000408	112000080	
1	106000065	106000063	
1	119900192	119900177	
1	121000106	121000103	
1	105900018	105900038	
1	120000220	120000664	
1	117900024	117900021	
1	107900019	107900026	
1	106000012	106000326	
1	103900069	103000070	
1	119000290	119000030	
1	121000054	121000194	
1	108900095	108900090	
1	110000176	110000177	
1	235001207	235001208	
1	101000023	101000005	
1	207000283	207000281	
1	104900018	104900110	
1	118000071	118000048	
1	209000065	209000037	
1	218000520	218000195	
1	102000061	102000059	
1	118000071	118000047	
1	114000294	118000132	
1	114000089	114000104	
1	114000215	114900006	
1	103900107	103900109	
1	122000236	122000222	
1	110000084	110000086	
1	121900262	121900148	
1	107900003	107900257	
1	123000274	123000273	
1	101000023	101000018	
1	221000050	221000055	
1	121000057	121900007	
1	122000738	121001321	
1	123000017	123000018	
1	108000377	108000376	
1	112900168	112900169	
1	102000026	102000163	
1	115000251	115000252	
1	218000616	218000618	
1	103000153	103000089	
1	111001128	111000218	
1	100900014	100900018	
1	104900107	104900016	
1	220000012	220000011	
1	112900079	112900177	
1	123000017	123000023	
1	124000093	124000095	
1	111000120	111000121	
1	219000692	219000690	
1	100900198	100900027	
1	100000023	100000019	
1	122000016	121000115	
1	123000583	123000362	
1	116000381	116900091	
1	104000065	104000279	
1	118000217	118000224	
1	113900297	113900273	
1	106900018	106900017	
1	102000152	102000153	
1	213000086	213000234	
1	100900197	100900031	
1	106000209	106000212	
1	105000067	105000248	
1	208000066	208000186	
1	107000209	107000087	
1	209000010	209000143	
1	115000179	115000176	
1	107000205	105000089	
1	100000023	100000021	
1	100000023	100000022	
1	121000182	121000183	
1	118900026	118900031	
1	124000004	124000455	
1	110000105	207000476	
1	101000115	101000116	
1	122000016	121000107	
1	122000365	122000357	
1	104900055	104900052	
1	105000192	105000194	
1	111900077	111900075	
1	120000105	120000104	
1	209000118	209000110	
1	118000072	118000008	
1	117000112	120000117	
1	120000146	120000455	
1	123000145	123000146	
1	109000101	109000104	
1	111000177	111000178	
1	107900276	107900277	
1	114000160	114000154	
1	110000669	110000662	
1	112000121	112000143	
1	204000023	204000086	
1	115000088	115000086	
1	121900130	121000047	
1	106000194	106000196	
1	222000599	222001626	
1	208000282	208000095	
1	218000179	218000178	
1	205000025	205000067	
1	120000417	120000415	
1	115000212	115000127	
1	106000284	106000282	
1	121000091	121000092	
1	121900006	121900014	
1	122000095	122000356	
1	218000574	111000058	
1	106000194	106000192	
1	115900151	115900189	
1	121000059	121900216	
1	107000231	108000369	
1	121900311	121000252	
1	205000207	205000245	
1	106000466	106000464	
1	122000002	122000408	
1	112900112	112900104	
1	117000124	117000028	
1	113000033	113000206	
1	104000155	104000133	
1	113900114	113900310	
1	122000019	122000324	
1	100000025	101000037	
1	218000615	218000613	
1	225000143	225000006	
1	112000121	112000126	
1	114000250	114000261	
1	121000052	121000050	
1	106000285	106000287	
1	116900153	116900149	
1	229001444	229002870	
1	120000416	120000449	
1	121900263	121900214	
1	124000455	124000201	
1	219000691	219000694	
1	112900078	112900178	
1	102000117	103000070	
1	102000116	102000118	
1	110000085	110000171	
1	111901115	111901116	
1	123000147	123000318	
1	107900220	107900209	
1	100900013	100900070	
1	102000083	113000060	
1	122000235	122000236	
1	103900108	103900216	
1	119900193	119900185	
1	111900110	111900042	
1	108000157	108000189	
1	122000108	122000106	
1	123000054	123000055	
1	123000272	123000007	
1	120000106	120000105	
1	121900137	121900233	
1	204000331	204000147	
1	122000054	122000048	
1	227000055	227000091	
1	113000433	218000607	
1	118900117	118900116	
1	118000035	118000024	
1	218000070	218000069	
1	114000250	114000249	
1	118000162	118000163	
1	100900180	100900142	
1	112900111	112900103	
1	118000035	118000032	
1	103000062	103000064	
1	222001494	222001496	
1	124000453	124000028	
1	116000033	116000030	
1	123000054	123000065	
1	122900047	122000503	
1	123000583	123000378	
1	108900017	108000088	
1	120000418	120900206	
1	100000387	100000023	
1	118900191	118900077	
